,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,Risk Linked Securities: Indicative Pricing,,,,,,,,,,,,,,,,,,,,,,2017-12-29 00:00:00,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,Security,,Bloomberg,,Size ,Issuance,Scheduled,,,Long-Term,,Near-Term,,,Ratings,,,,Spread,,Price,,Aggregate/
3,,,Issue,ID#,,Ticker,,($MM),Date,Maturity,,Regions/Perils,AP,EL,AP,EL,,S&P,M,F,Coupon,Bid,Offer,Bid,Offer,Occurrence
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Earthquake,,Acorn Re,00485YAA7,,ACORNR,,300,2015-07-10 00:00:00,2018-07-17 00:00:00,,"US, Can, Mex",0.96,0.64,,,,,,BB,329,230.2,162.7,100.53,100.89,Occurrence
6,,,Golden State Re II,38123FAA6,,GOLDST,,250,2014-09-11 00:00:00,2019-01-08 00:00:00,,CA,0.49,0.25,,,,BB+,,,220,210,166.50000000000003,100.1,100.54,Occurrence
7,,,Kilimanjaro Re 2014-2 C,494074AE7,,KILIREL,,500,2014-11-18 00:00:00,2019-11-25 00:00:00,,"US, Canada",2.26,1.46,,,,BB-,,,375,337.99999999999994,314,100.67,101.11,Occurrence
8,,,Merna Re 2015-1,59012UAA3,,MERNA,,300,2015-03-31 00:00:00,2018-04-09 00:00:00,,New Madrid,0.56,0.41,,,,,,,200,230,170,99.92,100.08,Occurrence
9,,,Merna Re 2016-1,59012UAB1,,MERNA,,300,2016-03-31 00:00:00,2019-04-08 00:00:00,,New Madrid,0.56,0.41,,,,,,,225,213.31680991735047,177.31680991735047,100.15,100.59,Occurrence
10,,,Merna Re 2017-1,59012UAC9,,MERNA,,300,2017-03-31 00:00:00,2020-04-08 00:00:00,,New Madrid,0.59,0.43,,,,,,,200,205,185.5,99.89,100.32,Occurrence
11,,,Torrey Pines 2017-1 A,89141WAA0,,TORPNE,,45,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.14,0.89,,,,,,,300,307.46986007744243,291.21986007744243,99.83,100.2,Occurrence
12,,,Torrey Pines 2017-1 B,89141WAB8,,TORPNE,,66,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.94,1.49,,,,,,,375,373,353.5,100.05,100.5,Occurrence
13,,,Ursa Re 2015-1 B,90323WAC4,,URSARE,,250,2015-09-15 00:00:00,2018-09-21 00:00:00,,CA,2.8,2.55,,,,,,,500,527.2079695612696,478.00796956126965,99.8,100.15,Aggregate
14,,,Ursa Re 2016-1 A,90323WAD2,,URSARE,,500,2016-11-30 00:00:00,2019-12-10 00:00:00,,CA,2.36,2.18,,,,,,,400,470.5937166354634,450.59371663546335,98.7,99.07,Aggregate
15,,,Ursa Re 2017-1 B,90323WAE0,,URSARE,,425,2017-05-16 00:00:00,2020-05-27 00:00:00,,CA,1.19,1.11,,,,,,,350,354.99999999999994,335.49999999999994,99.89,100.34,Aggregate
16,,,Ursa Re 2017-1 E,90323WAF7,,URSARE,,500,2017-05-16 00:00:00,2020-05-27 00:00:00,,CA,3.72,3.33,,,,,,,600,606.3751629553492,592.0751629553491,99.85,100.17,Aggregate
17,,,Ursa Re 2017-2 C,90323WAG5,,URSARE,,200,2017-11-30 00:00:00,2020-12-10 00:00:00,,CA,1.39,1.32,,,,,,,400,390,379.00000000000006,100.27,100.57,Aggregate
18,,,Ursa Re 2017-2 D,90323WAH3,,URSARE,,200,2017-11-30 00:00:00,2020-12-10 00:00:00,,CA,3.05,2.79,,,,,,,525,520,509,100.13,100.42,Aggregate
