,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,Risk Linked Securities: Indicative Pricing,,,,,,,,,,,,,,,,,,,,,,2018-01-31 00:00:00,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,Security,,Bloomberg,,Size ,Issuance,Scheduled,,,Long-Term,,Near-Term,,,Ratings,,,,Spread,,Price,,Aggregate/
3,,,Issue,ID#,,Ticker,,($MM),Date,Maturity,,Regions/Perils,AP,EL,AP,EL,,S&P,M,F,Coupon,Bid,Offer,Bid,Offer,Occurrence
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Earthquake,,Acorn Re,00485YAA7,,ACORNR,,300,2015-07-10 00:00:00,2018-07-17 00:00:00,,"US, Can, Mex",0.96,0.64,,,,,,BB,329,230.2,148.95,100.44,100.8,Occurrence
6,,,Golden State Re II,38123FAA6,,GOLDST,,250,2014-09-11 00:00:00,2019-01-08 00:00:00,,CA,0.49,0.25,,,,BB+,,,220,201.9649245868867,153.96492458688672,100.16,100.61,Occurrence
7,,,Kilimanjaro Re 2014-2 C,494074AE7,,KILIREL,,500,2014-11-18 00:00:00,2019-11-25 00:00:00,,"US, Canada",2.26,1.46,,,,BB-,,,375,331.1542165218472,305.6542165218472,100.76,101.21,Occurrence
8,,,Merna Re 2015-1,59012UAA3,,MERNA,,300,2015-03-31 00:00:00,2018-04-09 00:00:00,,New Madrid,0.56,0.41,,,,,,,200,230,55.09999999999997,99.95,100.25,Occurrence
9,,,Merna Re 2016-1,59012UAB1,,MERNA,,300,2016-03-31 00:00:00,2019-04-08 00:00:00,,New Madrid,0.56,0.41,,,,,,,225,213.31680991735047,175.81680991735047,100.13,100.57,Occurrence
10,,,Merna Re 2017-1,59012UAC9,,MERNA,,300,2017-03-31 00:00:00,2020-04-08 00:00:00,,New Madrid,0.59,0.43,,,,,,,200,205,184,99.89,100.34,Occurrence
11,,,Torrey Pines 2017-1 A,89141WAA0,,TORPNE,,45,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.14,0.89,,,,,,,300,299.29999999999995,283.04999999999995,100.02,100.38,Occurrence
12,,,Torrey Pines 2017-1 B,89141WAB8,,TORPNE,,66,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.94,1.49,,,,,,,375,359.9839585727277,345.6839585727277,100.33,100.65,Occurrence
13,,,Ursa Re 2015-1 B,90323WAC4,,URSARE,,250,2015-09-15 00:00:00,2018-09-21 00:00:00,,CA,2.8,2.55,,,,,,,500,481.2577828535696,424.85778285356963,100.11,100.46,Aggregate
14,,,Ursa Re 2016-1 A,90323WAD2,,URSARE,,500,2016-11-30 00:00:00,2019-12-10 00:00:00,,CA,2.36,2.18,,,,,,,400,442.1959368570936,422.19593685709356,99.25,99.61,Aggregate
15,,,Ursa Re 2017-1 B,90323WAE0,,URSARE,,425,2017-05-16 00:00:00,2020-05-27 00:00:00,,CA,1.19,1.11,,,,,,,350,344.9747186886338,325.4747186886338,100.12,100.55,Aggregate
16,,,Ursa Re 2017-1 E,90323WAF7,,URSARE,,500,2017-05-16 00:00:00,2020-05-27 00:00:00,,CA,3.72,3.33,,,,,,,600,571.7835949069778,557.4835949069778,100.6,100.9,Aggregate
17,,,Ursa Re 2017-2 C,90323WAG5,,URSARE,,200,2017-11-30 00:00:00,2020-12-10 00:00:00,,CA,1.39,1.32,,,,,,,400,386.6845272834142,374.58452728341416,100.35,100.67,Aggregate
18,,,Ursa Re 2017-2 D,90323WAH3,,URSARE,,200,2017-11-30 00:00:00,2020-12-10 00:00:00,,CA,3.05,2.79,,,,,,,525,498.3300964515542,486.2300964515542,100.69,101.01,Aggregate
19,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,
21,US Wind,,Alamo Re 2015-1 A,011395AB6,,ALALTD,,300,2015-05-13 00:00:00,2018-06-07 00:00:00,,TX,1.4,1.37,1.55,1.52,,,,B+,481,200,98,100.94,101.29,Aggregate
22,,,Alamo Re 2015-1 B,011395AC4,,ALALTD,,400,2015-05-13 00:00:00,2019-06-07 00:00:00,,TX,1.3,1.22,1.44,1.36,,,,BB-,440,244.01094567404436,217.6109456740444,102.57,102.92,Aggregate
