,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,Risk Linked Securities: Indicative Pricing,,,,,,,,,,,,,,,,,,,,,,2019-02-28 00:00:00,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,Security,,Bloomberg,,Size ,Issuance,Scheduled,,,Long-Term,,Near-Term,,,Ratings,,,,Spread,,Price,,Aggregate/
3,,,Issue,ID#,,Ticker,,($MM),Date,Maturity,,Regions/Perils,AP,EL,AP,EL,,S&P,M,F,Coupon,Bid,Offer,Bid,Offer,Occurrence
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Americas Earthquake,,Acorn Re 2018-1,00485YAB5,,ACORNR,,400,2018-07-10 00:00:00,2021-11-10 00:00:00,,"US, Can, Mex",1.05,0.8,,,,,,,275,297.66258898448734,282.547021746392,99.42,99.81,Occurrence
6,,,Cal Phoenix 2018-1,12482PAA4,,CALPHO,,200,2018-08-02 00:00:00,2021-08-13 00:00:00,,CA,1.35,1.01,,,,,,,750,16155.506615683598,6284.941358554278,7,29.5,Occurrence
7,,,CAR 116,XS1761694949,,IBRD,,500,2018-02-07 00:00:00,2021-02-15 00:00:00,,Chile,1.35,0.86,,,,,,,250,272.3404390427037,244.9427690119317,99.58,100.1,Occurrence
8,,,CAR 117,XS1761702718,,IBRD,,400,2018-02-07 00:00:00,2021-02-15 00:00:00,,Colombia,2.78,1.56,,,,,,,300,307.4312473547069,287.39731402137244,99.86,100.24,Occurrence
9,,,CAR 118 Class A,XS1761706388,,IBRD,,160,2018-02-07 00:00:00,2020-02-14 00:00:00,,Mexico,1.09,0.79,,,,,,,250,265,218.54400000000558,99.86,100.3,Occurrence
10,,,CAR 119 Class B,XS1761706891,,IBRD,,100,2018-02-07 00:00:00,2020-02-14 00:00:00,,Mexico,8.25,6.54,,,,,,,825,919.2845757322374,859.1122328750873,99.14,99.69,Occurrence
11,,,CAR 120,XS1761714721,,IBRD,,200,2018-02-07 00:00:00,2021-02-15 00:00:00,,Peru,7.14,5,,,,,,,600,575,556.25,100.46,100.8,Occurrence
12,,,Golden State Re II 2018-1,38123FAB4,,GOLDST,,210,2018-12-03 00:00:00,2023-01-08 00:00:00,,CA,0.49,0.14,,,,,,,220,215.78893850015962,204.8711187978424,100.15,100.54,Occurrence
13,,,Kilimanjaro Re 2014-2 C,494074AE7,,KILIREL,,500,2014-11-18 00:00:00,2019-11-25 00:00:00,,"US, Canada",2.26,1.46,,,,BB-,,,375,426.51144753073993,379.1204075900455,99.63,99.97,Occurrence
14,,,Merna Re 2016-1,59012UAB1,,MERNA,,300,2016-03-31 00:00:00,2019-04-08 00:00:00,,New Madrid,0.56,0.41,,,,,,,225,274.6536747853477,54.93073495706953,99.95,100.16,Occurrence
15,,,Merna Re 2017-1,59012UAC9,,MERNA,,300,2017-03-31 00:00:00,2020-04-08 00:00:00,,New Madrid,0.59,0.43,,,,,,,200,213.50808535466757,181.76230487466532,99.85,100.2,Occurrence
16,,,Merna Re 2018-1,59012UAD7,,MERNA,,300,2018-03-29 00:00:00,2021-04-08 00:00:00,,New Madrid,0.74,0.52,,,,,,,200,202.3661692602855,185.41094354599963,99.95,100.3,Occurrence
17,,,SD Re Ltd. 2018-1,78414BAA9,,SDRELT,,125,2018-10-12 00:00:00,2021-10-19 00:00:00,,CA,0.21,0.21,,,,,,,400,490.8124890102352,460.7985581831676,97.79,98.52,Aggregate
18,,,Torrey Pines 2017-1 A,89141WAA0,,TORPNE,,45,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.14,0.89,,,,,,,300,424.49411261372245,366.21924261371987,98.47,99.18,Occurrence
19,,,Torrey Pines 2017-1 B,89141WAB8,,TORPNE,,66,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.94,1.49,,,,,,,375,455.3331562399401,408.5966930820459,99.01,99.59,Occurrence
20,,,Ursa Re 2016-1 A,90323WAD2,,URSARE,,500,2016-11-30 00:00:00,2019-12-10 00:00:00,,CA,2.36,2.18,,,,,,,400,480.41490385720425,429.29299355314515,99.39,99.78,Aggregate
21,,,Ursa Re 2017-1 B,90323WAE0,,URSARE,,425,2017-05-16 00:00:00,2020-05-27 00:00:00,,CA,1.17,1.11,,,,,,,350,428.4183673469385,399.5296957419983,99.07,99.42,Aggregate
22,,,Ursa Re 2017-1 E,90323WAF7,,URSARE,,500,2017-05-16 00:00:00,2020-05-27 00:00:00,,CA,3.67,3.33,,,,,,,600,612.3711129658587,552.3724696833673,99.85,100.56,Aggregate
23,,,Ursa Re 2017-2 C,90323WAG5,,URSARE,,200,2017-11-30 00:00:00,2020-12-10 00:00:00,,CA,1.39,1.32,,,,,,,400,434.99999999999994,411.9946066666664,99.41,99.8,Aggregate
24,,,Ursa Re 2017-2 D,90323WAH3,,URSARE,,200,2017-11-30 00:00:00,2020-12-10 00:00:00,,CA,3.04,2.79,,,,,,,525,545.7738709677408,522.3126758026293,99.65,100.04,Aggregate
25,,,Ursa Re 2018-1 D,90323WAJ9,,URSARE,,250,2018-09-14 00:00:00,2021-09-24 00:00:00,,CA,3.11,2.87,,,,,,,510,555,533.4809938854745,98.94,99.45,Aggregate
26,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,
28,US Wind,,Alamo Re 2015-1 B,011395AC4,,ALALTD,,400,2015-05-13 00:00:00,2019-06-07 00:00:00,,TX,1.34,1.21,1.48,1.35,,,,BB-,439,638.4848484848467,523.918922558899,99.49,99.78,Aggregate
29,,,Alamo Re 2017-1 A,011395AD2,,ALALTD,,400,2017-05-30 00:00:00,2020-06-08 00:00:00,,TX,2.86,2.44,3.12,2.67,,,,,485,500.4721030042914,429.99999999999994,99.81,100.67,Aggregate
30,,,Alamo Re 2018-1 A,011395AE0,,ALALTD,,400,2018-05-30 00:00:00,2021-06-07 00:00:00,,TX,2.19,1.65,2.4,1.81,,,,,325,387.2277108433735,351,98.67,99.44,Aggregate
31,,,CAR 114 Class B,XS1654183364,,IBRD,,100,2017-08-04 00:00:00,2019-12-20 00:00:00,,"Mex, TX",7.97,5.56,8.29,5.77,,,,,930,1139.8477225570982,1081.629055890432,98.4,98.84,Occurrence
32,,,CAR 115 Class C,XS1654184099,,IBRD,,110,2017-08-04 00:00:00,2019-12-20 00:00:00,,Mex,5.8,3.96,,,,,,,590,772.4529534614801,724.8449534614787,98.59,98.96,Occurrence
33,,,Casablanca Re 2017-1 A,XS1611031524,,CASARE,,66.95,2017-06-01 00:00:00,2020-06-04 00:00:00,,FL,1.18,0.95,1.36,1.11,,,,,393,380.4969162915766,335.29691629157634,100.15,100.71,Occurrence
34,,,Casablanca Re 2017-1 B,XS1611032761,,CASARE,,26.3,2017-06-01 00:00:00,2020-06-04 00:00:00,,FL,1.79,1.3,2.06,1.51,,,,,478,445.4994139938126,412.24941399381623,100.4,100.8,Occurrence
35,,,Casablanca Re 2017-1 C,XS1611032928,,CASARE,,4.457,2017-06-01 00:00:00,2020-06-04 00:00:00,,FL,18.16,11.08,19.85,12.23,,,,,1727,,,45,53,Occurrence
36,,,Citrus Re 2015-1 B,177510AD6,,CITREL,,60.91,2015-04-08 00:00:00,2020-04-09 00:00:00,,US,4.05,2.6,4.57,2.98,,,,,50,50,10,35,45,Occurrence
37,,,Citrus Re 2016-1 D,177510AF1,,CITREL,,109.02,2016-02-24 00:00:00,2019-05-25 00:00:00,,US,4.57,3.24,5.12,3.67,,,,,785,1283030.6261512341,865277.6890771975,40,50,Occurrence
