,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,Risk Linked Securities: Indicative Pricing,,,,,,,,,,,,,,,,,,,,,,2020-09-30 00:00:00,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,Security,,Bloomberg,,Size ,Issuance,Scheduled,,,Long-Term,,Near-Term,,,Ratings,,,,Spread,,Price,,Aggregate/
3,,,Issue,ID#,,Ticker,,($MM),Date,Maturity,,Regions/Perils,AP,EL,AP,EL,,S&P,M,F,Coupon,Bid,Offer,Bid,Offer,Occurrence
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Americas Earthquake,,Acorn Re 2018-1,00485YAB5,,ACORNR,,400,2018-07-10 00:00:00,2021-11-10 00:00:00,,"US, Can, Mex",1.05,0.8,,,,,,,275,270.4292575949358,239.31369035684048,100.05,100.39,Occurrence
6,,,Cal Phoenix 2018-1,12482PAA4,,CALPHO,,200,2018-08-02 00:00:00,2021-08-13 00:00:00,,WF,1.35,1.01,,,,,,,750,37816.19900682176,13608.347418071655,2,12,Aggregate
7,,,CAR 116,XS1761694949,,IBRD,,500,2018-02-07 00:00:00,2021-02-15 00:00:00,,Chile,1.35,0.86,,,,,,,250,719.9715987,437.6594929032217,98.3,99.32,Occurrence
8,,,CAR 117,XS1761702718,,IBRD,,400,2018-02-07 00:00:00,2021-02-15 00:00:00,,Colombia,2.78,1.56,,,,,,,300,771.1200674,488.47568926482967,98.3,99.31,Occurrence
9,,,CAR 120,XS1761714721,,IBRD,,140,2018-02-07 00:00:00,2021-02-15 00:00:00,,Peru,7.14,5,,,,,,,600,640.8383607,537.3193049771546,99.85,100.23,Occurrence
10,,,CAR 125,XS2127855125,,IBRD,,175,2020-03-06 00:00:00,2024-03-13 00:00:00,,Mexico,1.17,0.9,,,,,,,350,450.1651016,391.8032063515009,96.92,98.7,Occurrence
11,,,CAR 126,XS2127855398,,IBRD,,60,2020-03-06 00:00:00,2024-03-13 00:00:00,,Mexico,8.3,5.78,,,,,,,900,1000,982.525671985192,97.2,97.68,Occurrence
12,,,Golden State Re II 2018-1,38123FAB4,,GOLDST,,210,2018-12-03 00:00:00,2023-01-08 00:00:00,,CA,0.49,0.14,,,,,,,220,231.3596037,208.5946337629119,99.75,100.25,Occurrence
13,,,Merna Re 2018-1,59012UAD7,,MERNA,,300,2018-03-29 00:00:00,2021-04-08 00:00:00,,New Madrid,0.74,0.52,,,,,,,200,300,216.3659954334811,99.49,99.92,Occurrence
14,,,Merna Re II 2019-1,59013MAA0,,MERNAR,2000-10-26 00:00:00,300,2019-03-29 00:00:00,2022-04-07 00:00:00,,New Madrid,0.75,0.54,,,,,,,200,213.5218849874506,180.5445647413826,99.8,100.29,Occurrence
15,,,Merna Re II 2020-1,59013MAB8,,MERNAR,,250,2020-05-29 00:00:00,2023-04-07 00:00:00,,New Madrid,0.76,0.54,,,,,,,275,250,213,100.59,101.48,Occurrence
16,,,Randolph Re 2020-1,XS2202766783,,RANDRE,,50.25,2020-07-09 00:00:00,2021-07-06 00:00:00,,CA Fire,,,,,,,,,0,844.5693449000001,954.946211758583,92.88,93.18,Occurrence
17,,,SD Re Ltd. 2018-1,78414BAA9,,SDRELT,,125,2018-10-12 00:00:00,2021-10-19 00:00:00,,WF,0.21,0.21,,,,,,,400,879.4292465000001,793.8535333819667,95.25,96.08,Aggregate
18,,,SD Re Ltd. 2020-1,78414BAB7,,SDRELT,,90,2020-07-08 00:00:00,2023-07-14 00:00:00,,WF,1.7,1.52,2.01,1.8,,,,,975,975,954.5211707767501,100,100.49,Aggregate
19,,,Sierra 2019-1 A,826359AA9,,SIERLT,,150,2020-01-09 00:00:00,2022-12-28 00:00:00,,US EQ,1.74,0.78,,,,,,,325,271.7606819,232.56743745554095,101.13,101.98,Occurrence
20,,,Sierra 2019-1 B,826359AB7,,SIERLT,,75,2020-01-09 00:00:00,2022-12-28 00:00:00,,US EQ,3.97,2.64,,,,,,,575,607.4927992,520.8248210579235,99.33,101.12,Occurrence
21,,,Sutter Re 2020-1 A,86944RAA6,,SUTTRE,,200,2020-05-15 00:00:00,2023-05-23 00:00:00,,CA,1.28,1.21,,,,,,,500,375,337.99999999999994,103.05,103.98,Aggregate
22,,,Sutter Re 2020-1 F,86944RAB4,,SUTTRE,,135,2020-05-15 00:00:00,2023-05-23 00:00:00,,CA,4.03,3.69,,,,,,,850,821.3613122,784.3613122000002,100.64,101.5,Aggregate
23,,,Sutter Re 2020-2 A,86944RAC2,,SUTTRE,,215,2020-05-28 00:00:00,2022-06-06 00:00:00,,CA,1.28,1.21,,,,,,,500,351.2517280782664,308.2517280782664,102.38,103.08,Aggregate
24,,,Sutter Re 2020-2 F,86944RAD0,,SUTTRE,,150,2020-05-28 00:00:00,2022-06-06 00:00:00,,CA,4.03,3.69,,,,,,,850,820,777,100.45,101.11,Aggregate
25,,,Ursa Re 2017-2 C,90323WAG5,,URSARE,,200,2017-11-30 00:00:00,2020-12-10 00:00:00,,CA,1.46,1.39,,,,,,,408,471.1643557,211.4161794333297,99.88,100.36,Aggregate
26,,,Ursa Re 2017-2 D,90323WAH3,,URSARE,,200,2017-11-30 00:00:00,2020-12-10 00:00:00,,CA,3.14,2.89,,,,,,,537,556.8813351,293.50497739792934,99.96,100.44,Aggregate
27,,,Ursa Re 2018-1 D,90323WAJ9,,URSARE,,250,2018-09-14 00:00:00,2021-09-24 00:00:00,,CA,3.23,2.99,,,,,,,524,772.7329265,652.0366917408428,97.69,98.8,Aggregate
28,,,Ursa Re 2019-1 C,90323WAK6,00:00:00,URSARE,00:00:00,400,2019-11-26 00:00:00,2022-12-10 00:00:00,0.0,CA,2.25,2.11,,,,,,,575,690.3276687,619.9056894844167,97.71,99.1,Aggregate
29,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,Alamo Re 2018-1 A,011395AE0,,ALALTD,,400,2018-05-30 00:00:00,2021-06-07 00:00:00,,TX,2.67,1.8,2.93,1.97,,,,,348,310,207,100.25,100.94,Aggregate
32,,,Alamo Re 2019-1 A,011395AF7,,ALALTD,,200,2019-05-28 00:00:00,2022-06-08 00:00:00,,TX,2.66,1.8,2.92,1.97,,,,,450,382.67624083836745,328.3762408383674,101.08,101.97,Aggregate
33,,,Alamo Re II 2020-1 A,011396AA6,,ALAMRE,,400,2020-06-09 00:00:00,2023-06-08 00:00:00,,TX,2.65,1.78,2.91,1.95,,,,,575,440.6707402669152,404.6707402669152,103.3,104.21,Aggregate
34,,,Blue Halo Re 2020-1 A,095538AD6,,BLUHLO,,150,2020-06-19 00:00:00,2023-06-28 00:00:00,,US,4.96,4.41,5.71,5.06,,,,,1325,1141.8498188543945,1096.2816370362123,104.08,105.13,Aggregate
35,,,Blue Halo Re 2020-1 B,095538AE4,,BLUHLO,,25,2020-06-19 00:00:00,2021-06-30 00:00:00,,US,7.36,5.55,9.2,6,,,,,1600,717.424291879738,709,106.28,106.34,Agg / Occ
