,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,Risk Linked Securities: Indicative Pricing,,,,,,,,,,,,,,,,,,,,,,2017-06-30 00:00:00,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,Security,,Bloomberg,,Size ,Issuance,Scheduled,,,Long-Term,,Near-Term,,,Ratings,,,,Spread,,Price,,Aggregate/
3,,,Issue,ID#,,Ticker,,($MM),Date,Maturity,,Regions/Perils,AP,EL,AP,EL,,S&P,M,F,Coupon,Bid,Offer,Bid,Offer,Occurrence
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Earthquake,,Acorn Re,00485YAA7,,ACORNR,,300,2015-07-10 00:00:00,2018-07-17 00:00:00,,"US, Can, Mex",0.96,0.74,,,,,,BB,340,196.61600893798214,161.81600893798213,101.47,101.83,Occurrence
6,,,Golden State Re II,38123FAA6,,GOLDST,,250,2014-09-11 00:00:00,2019-01-08 00:00:00,,CA,0.49,0.25,,,,BB+,,,220,238.44951758955636,216.44951758955636,99.72,100.05,Occurrence
7,,,Kilimanjaro Re 2014-2 C,494074AE7,,KILIREL,,500,2014-11-18 00:00:00,2019-11-25 00:00:00,,"US, Canada",2.26,1.46,,,,BB-,,,375,315.46020318107793,295.96020318107793,101.37,101.82,Occurrence
8,,,Merna Re 2015-1,59012UAA3,,MERNA,,300,2015-03-31 00:00:00,2018-04-09 00:00:00,,New Madrid,0.56,0.41,,,,,,,200,197,154.1,100.02,100.35,Occurrence
9,,,Merna Re 2016-1,59012UAB1,,MERNA,,300,2016-03-31 00:00:00,2019-04-08 00:00:00,,New Madrid,0.56,0.41,,,,,,,225,197,171.5,100.49,100.93,Occurrence
10,,,Merna Re 2017-1,59012UAC9,,MERNA,,300,2017-03-31 00:00:00,2020-04-08 00:00:00,,New Madrid,0.56,0.41,,,,,,,200,197,179,100.08,100.56,Occurrence
11,,,Torrey Pines 2017-1 A,89141WAA0,,TORPNE,,45,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.14,0.89,,,,,,,300,300,285,100,100.42,Occurrence
12,,,Torrey Pines 2017-1 B,89141WAB8,,TORPNE,,66,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.94,1.49,,,,,,,375,371.68566176470574,356.68566176470574,100.09,100.51,Occurrence
13,,,Tramline Re II,89289YAA8,,TRAMLN,,75,2013-06-27 00:00:00,2017-07-07 00:00:00,,"US, Canada",1.49,1.21,,,,,,,325,744.9142100679124,148.9828420135825,99.99,100,Occurrence
14,,,Ursa Re 2014-1 A,90323WAA8,,URSARE,,200,2014-12-01 00:00:00,2017-12-07 00:00:00,,CA,1.27,1.18,,,,,,,350,333.93,252.32999999999998,100.07,100.41,Aggregate
15,,,Ursa Re 2014-1 B,90323WAB6,,URSARE,,200,2014-12-01 00:00:00,2017-12-07 00:00:00,,CA,2.81,2.55,,,,,,,500,519.7250958897686,429.05842922310194,99.91,100.3,Aggregate
16,,,Ursa Re 2015-1 B,90323WAC4,,URSARE,,250,2015-09-15 00:00:00,2018-09-21 00:00:00,,CA,2.8,2.55,,,,,,,500,390.7828533641821,357.44952003084876,101.3,101.7,Aggregate
17,,,Ursa Re 2016-1 A,90323WAD2,,URSARE,,500,2016-11-30 00:00:00,2019-12-10 00:00:00,,CA,2.38,2.18,,,,,,,400,386.2739310115644,370.0239310115644,100.32,100.7,Aggregate
18,,,Ursa Re 2017-1 B,90323WAE0,,URSARE,,425,2017-05-16 00:00:00,2020-05-27 00:00:00,,CA,1.19,1.11,,,,,,,350,346.5,335.445,100.1,100.4,Aggregate
19,,,Ursa Re 2017-1 E,90323WAF7,,URSARE,,500,2017-05-16 00:00:00,2020-05-27 00:00:00,,CA,3.72,3.33,,,,,,,600,588.286751661727,577.2317516617269,100.31,100.6,Aggregate
20,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,
22,US Wind,,Alamo Re 2015-1 A,011395AB6,,ALALTD,,300,2015-05-13 00:00:00,2018-06-07 00:00:00,,TX,2.74,2.46,2.99,2.68,,,,B+,590,318.0867850289718,286.8367850289718,102.49,102.78,Aggregate
23,,,Alamo Re 2015-1 B,011395AC4,,ALALTD,,400,2015-05-13 00:00:00,2019-06-07 00:00:00,,TX,1.61,1.42,1.77,1.58,,,,BB-,460,278.0926208937998,260.49262089379977,103.44,103.77,Aggregate
24,,,Alamo Re 2017-1 A,011395AD2,,ALALTD,,400,2017-05-30 00:00:00,2020-06-08 00:00:00,,TX,2.28,1.71,2.5,1.88,,,,,375,363.72316187887344,347.7231618788735,100.31,100.76,Aggregate
25,,,Casablanca Re 2017-1 A,XS1611031524,,CASARE,,66.95,2017-06-01 00:00:00,2020-06-04 00:00:00,,FL,1.13,0.8,1.34,0.96,,,,,375,375,361.79999999999995,100,100.37,Occurrence
26,,,Casablanca Re 2017-1 B,XS1611032761,,CASARE,,26.3,2017-06-01 00:00:00,2020-06-04 00:00:00,,FL,4.13,1.77,4.66,2.08,,,,,525,525,511.79999999999995,100,100.36,Occurrence
27,,,Casablanca Re 2017-1 C,XS1611032928,,CASARE,,6.75,2017-06-01 00:00:00,2020-06-04 00:00:00,,FL,17.26,9.93,18.89,10.99,,,,,1600,1600,1586.8000000000002,100,100.31,Occurrence
28,,,Citrus Re 2015-1 A,177510AC8,,CITREL,,150,2015-04-08 00:00:00,2018-04-09 00:00:00,,US,1.47,1.39,1.67,1.59,,,,,514,435.42415502101966,383.4241550210196,100.4,100.8,Occurrence
29,,,Citrus Re 2015-1 B,177510AD6,,CITREL,,97.5,2015-04-08 00:00:00,2018-04-09 00:00:00,,US,4.34,2.92,4.88,3.34,,,,,696,489.81519242067486,437.8151924206748,101.07,101.46,Occurrence
30,,,Citrus Re 2015-1 C,177510AE4,,CITREL,,30,2015-04-08 00:00:00,2018-04-09 00:00:00,,US,6.01,5.07,6.68,5.69,,,,,903,815.2619781371715,763.2619781371715,100.98,101.36,Occurrence
31,,,Citrus Re 2016-1 D,177510AF1,,CITREL,,150,2016-02-24 00:00:00,2019-02-25 00:00:00,,US,4.19,3.01,4.59,3.31,,,,,750,586.7821438343653,566.9821438343653,102.56,102.88,Occurrence
32,,,Citrus Re 2016-1 E,177510AG9,,CITREL,,100,2016-02-24 00:00:00,2019-02-25 00:00:00,,US,8.11,5.75,8.83,6.29,,,,,1050,915.1034338624419,895.3034338624419,102.05,102.36,Occurrence
33,,,Citrus Re 2017-1 A,177510AH7,,CITREL,,125,2017-03-13 00:00:00,2020-03-18 00:00:00,,US,5.42,3.21,6.06,3.65,,,,,600,587.3867113932723,575.2867113932723,100.31,100.61,Occurrence
34,,,Citrus Re 2017-2 B,177510AJ3,,CITREL,,35,2017-05-11 00:00:00,2020-03-18 00:00:00,,US,7.34,6.6,8.15,7.34,,,,,1075,1071.9212666926674,1055.4212666926674,100.06,100.45,Occurrence
35,,,Cranberry Re,224287AA0,,CBRYRE,,300,2015-04-30 00:00:00,2018-07-06 00:00:00,,MA,3.081,1.377,3.102,1.383,,,,B,380,257.72251218684954,211.05584552018288,101.22,101.69,Aggregate
36,,,Cranberry Re 2017-1 A,224287AB8,,CBRYRE,,350,2017-06-12 00:00:00,2020-07-13 00:00:00,,MA,0.532,0.464,0.534,0.466,,,,,200,200.16925709438232,188.16925709438232,99.99,100.34,Aggregate
37,,,Everglades Re II 2017,30014LAB0,,EVERGL,,300,2017-05-09 00:00:00,2020-05-08 00:00:00,,FL,2.49,1.95,2.9,2.28,,,,,500,475.55244882396374,453.05244882396374,100.65,101.25,Aggregate
38,,,Integrity Re 2017-1 A,45833UAA9,,INTEGR,,72,2017-05-02 00:00:00,2020-06-10 00:00:00,,FL (2nd Event),2.64,0.73,3.21,0.89,,,,,325,326.12304253286516,314.1230425328652,99.97,100.31,Occurrence
39,,,Integrity Re 2017-1 B,45833UAB7,,INTEGR,,3,2017-05-02 00:00:00,2020-06-10 00:00:00,,FL (2nd Event),10.41,9.84,11.92,11.3,,,,,1450,1455.4892559062755,1440.4892559062755,99.87,100.23,Occurrence
40,,,Integrity Re 2017-1 C,45833UAC5,,INTEGR,,100,2017-05-02 00:00:00,2020-06-10 00:00:00,,FL,1.64,1.39,1.87,1.58,,,,,400,397.7743706819667,382.7743706819667,100.06,100.48,Occurrence
41,,,Integrity Re 2017-1 D,45833UAD3,,INTEGR,,35,2017-05-02 00:00:00,2020-06-10 00:00:00,,FL,1.74,1.67,1.98,1.89,,,,,425,427.62782369118446,412.6278236911844,99.93,100.34,Occurrence
42,,,Kilimanjaro Re 2014-1 A,494074AA5,,KILIREL,,250,2014-04-24 00:00:00,2018-04-30 00:00:00,,Southeast,2.24,1.6,2.55,1.83,,BB-,,,475,472.1968753286081,428.9968753286081,100.02,100.37,Occurrence
43,,,Manatee Re,562013AA0,,MANARE,,100,2015-03-27 00:00:00,2017-12-22 00:00:00,,FL,1.36,0.99,1.59,1.15,,,,,500,676.3795405128163,552.3795405128163,99.19,99.76,Occurrence
44,,,Manatee Re 2016-1 A,XS1368738065,,MANARE,,75,2016-03-10 00:00:00,2019-03-13 00:00:00,,FL & LA,2.3,1.23,2.67,1.44,,,,,575,648.8989289945577,629.0989289945577,98.81,99.13,Occurrence
45,,,Manatee Re 2016-1 C,XS1368738222,,MANARE,,20,2016-03-10 00:00:00,2019-03-13 00:00:00,,FL & LA,14.93,11.24,16.4,12.41,,,,,1726,1821.249138099377,1801.4491380993768,98.61,98.89,Occurrence
46,,,Pelican Re 2015,705870AA1,,PELICR,,100,2015-04-14 00:00:00,2018-04-16 00:00:00,,LA,4.51,3.38,4.88,3.68,,,,,618,579.4331172605181,537.6331172605181,100.29,100.61,Occurrence
47,,,Pelican Re 2017,705809AA9,,PELICR,,100,2017-04-19 00:00:00,2020-05-05 00:00:00,,LA,1,0.86,1.12,0.96,,,,,225,224.57424844084997,208.07424844084997,100.01,100.47,Occurrence
48,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,
50,APAC,,Akibare Re 2016-1,00973XAA8,,AKIBAR,,200,2016-03-14 00:00:00,2020-04-07 00:00:00,,JP W,1.36,1.19,,,,,,,250,182.45000000000002,162.45000000000002,101.8,102.34,Aggregate
51,,,Aozora Re 2016-1,037401AC0,,AOZLTD,,220,2016-03-29 00:00:00,2020-04-07 00:00:00,,JP W,1.07,0.9,,,,BB-,,,220,162.55326109753642,150.45326109753643,101.54,101.87,Occurrence
52,,,Aozora Re 2017-1,037401AD8,,AOZLTD,,480,2017-03-29 00:00:00,2021-04-07 00:00:00,,JP W,1.65,1.14,,,,,,,220,180.46465114639236,171.66465114639237,100.7,101.01,Occurrence
53,,,Kizuna Re II 2014-1 A,49835KAA1,,KIZUNA,,200,2014-03-14 00:00:00,2018-04-06 00:00:00,,JP Q,0.41,0.21,,,,,,,225,184.77,136.01999999999998,100.3,100.67,Occurrence
