,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,Risk Linked Securities: Indicative Pricing,,,,,,,,,,,,,,,,,,,,,,2018-12-31 00:00:00,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,Security,,Bloomberg,,Size ,Issuance,Scheduled,,,Long-Term,,Near-Term,,,Ratings,,,,Spread,,Price,,Aggregate/
3,,,Issue,ID#,,Ticker,,($MM),Date,Maturity,,Regions/Perils,AP,EL,AP,EL,,S&P,M,F,Coupon,Bid,Offer,Bid,Offer,Occurrence
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Americas Earthquake,,Acorn Re 2018-1,00485YAB5,,ACORNR,,400,2018-07-10 00:00:00,2021-11-10 00:00:00,,"US, Can, Mex",1.05,0.8,,,,,,,275,330.11891014581045,302.3586815743821,98.52,99.26,Occurrence
6,,,Cal Phoenix 2018-1,12482PAA4,,CALPHO,,200,2018-08-02 00:00:00,2021-08-13 00:00:00,,CA,1.35,1.01,,,,,,,750,16155.506615683598,6284.941358554278,7,29.5,Occurrence
7,,,CAR 116,XS1761694949,,IBRD,,500,2018-02-07 00:00:00,2021-02-15 00:00:00,,Chile,1.35,0.86,,,,,,,250,298.06629313305166,261.8393946715079,99.02,99.76,Occurrence
8,,,CAR 117,XS1761702718,,IBRD,,400,2018-02-07 00:00:00,2021-02-15 00:00:00,,Colombia,2.78,1.56,,,,,,,300,355.23060846982145,336.19667513648704,98.88,99.27,Occurrence
9,,,CAR 118 Class A,XS1761706388,,IBRD,,160,2018-02-07 00:00:00,2020-02-14 00:00:00,,Mexico,1.09,0.79,,,,,,,250,265,222.54400000000555,99.84,100.3,Occurrence
10,,,CAR 119 Class B,XS1761706891,,IBRD,,100,2018-02-07 00:00:00,2020-02-14 00:00:00,,Mexico,8.25,6.54,,,,,,,825,919.2845757322374,863.1122328750873,99,99.59,Occurrence
11,,,CAR 120,XS1761714721,,IBRD,,200,2018-02-07 00:00:00,2021-02-15 00:00:00,,Peru,7.14,5,,,,,,,600,575,557.5,100.49,100.84,Occurrence
12,,,Golden State Re II,38123FAA6,,GOLDST,,250,2014-09-11 00:00:00,2019-01-08 00:00:00,,CA,0.49,0.25,,,,BB+,,,220,377.0116325604289,75.40232651208578,99.98,100.02,Occurrence
13,,,Golden State Re II 2018-1,38123FAB4,,GOLDST,,210,2018-12-03 00:00:00,2023-01-08 00:00:00,,CA,0.49,0.14,,,,,,,220,244.7279217806721,235.55155254990257,99.08,99.42,Occurrence
14,,,Kilimanjaro Re 2014-2 C,494074AE7,,KILIREL,,500,2014-11-18 00:00:00,2019-11-25 00:00:00,,"US, Canada",2.26,1.46,,,,BB-,,,375,579.956107903541,490.2213960123293,98.22,99,Occurrence
15,,,Merna Re 2016-1,59012UAB1,,MERNA,,300,2016-03-31 00:00:00,2019-04-08 00:00:00,,New Madrid,0.56,0.41,,,,,,,225,274.6536747853477,161.50078589646392,99.87,100.16,Occurrence
16,,,Merna Re 2017-1,59012UAC9,,MERNA,,300,2017-03-31 00:00:00,2020-04-08 00:00:00,,New Madrid,0.59,0.43,,,,,,,200,242.13736238600643,204.42736238600642,99.48,99.94,Occurrence
17,,,Merna Re 2018-1,59012UAD7,,MERNA,,300,2018-03-29 00:00:00,2021-04-08 00:00:00,,New Madrid,0.74,0.52,,,,,,,200,245,213.13685714285768,99.02,99.71,Occurrence
18,,,SD Re Ltd. 2018-1,78414BAA9,,SDRELT,,125,2018-10-12 00:00:00,2021-10-19 00:00:00,,CA,0.21,0.21,,,,,,,400,490.8124890102352,461.7985581831676,97.67,98.41,Aggregate
19,,,Torrey Pines 2017-1 A,89141WAA0,,TORPNE,,45,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.14,0.89,,,,,,,300,424.49411261372245,369.21924261371987,98.28,99.04,Occurrence
20,,,Torrey Pines 2017-1 B,89141WAB8,,TORPNE,,66,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.94,1.49,,,,,,,375,438.67079786865906,384.71940198765304,99.12,99.86,Occurrence
21,,,Ursa Re 2016-1 A,90323WAD2,,URSARE,,500,2016-11-30 00:00:00,2019-12-10 00:00:00,,CA,2.36,2.18,,,,,,,400,637.8261711185394,564.8185995600979,97.85,98.5,Aggregate
22,,,Ursa Re 2017-1 B,90323WAE0,,URSARE,,425,2017-05-16 00:00:00,2020-05-27 00:00:00,,CA,1.17,1.11,,,,,,,350,455,403.47111111111,98.59,99.28,Aggregate
23,,,Ursa Re 2017-1 E,90323WAF7,,URSARE,,500,2017-05-16 00:00:00,2020-05-27 00:00:00,,CA,3.67,3.33,,,,,,,600,715.380197148583,640.4410158508023,98.47,99.46,Aggregate
