,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,Risk Linked Securities: Indicative Pricing,,,,,,,,,,,,,,,,,,,,,,2018-03-29 00:00:00,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,Security,,Bloomberg,,Size ,Issuance,Scheduled,,,Long-Term,,Near-Term,,,Ratings,,,,Spread,,Price,,Aggregate/
3,,,Issue,ID#,,Ticker,,($MM),Date,Maturity,,Regions/Perils,AP,EL,AP,EL,,S&P,M,F,Coupon,Bid,Offer,Bid,Offer,Occurrence
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Americas Earthquake,,Acorn Re,00485YAA7,,ACORNR,,300,2015-07-10 00:00:00,2018-07-17 00:00:00,,"US, Can, Mex",0.96,0.64,,,,,,BB,329,206.63519785801637,104.33519785801637,100.35,100.65,Occurrence
6,,,CAR 116,XS1761694949,,IBRD,,500,2018-02-07 00:00:00,2021-02-15 00:00:00,,Chile,1.35,0.86,,,,,,,250,245,231.25,100.14,100.51,Occurrence
7,,,CAR 117,XS1761702718,,IBRD,,400,2018-02-07 00:00:00,2021-02-15 00:00:00,,Colombia,2.78,1.56,,,,,,,300,290,276.25,100.27,100.65,Occurrence
8,,,CAR 118 Class A,XS1761706388,,IBRD,,160,2018-02-07 00:00:00,2020-02-14 00:00:00,,Mexico,1.09,0.79,,,,,,,250,245,225,100.09,100.46,Occurrence
9,,,CAR 119 Class B,XS1761706891,,IBRD,,100,2018-02-07 00:00:00,2020-02-14 00:00:00,,Mexico,8.25,6.54,,,,,,,825,800,776,100.43,100.85,Occurrence
10,,,CAR 120,XS1761714721,,IBRD,,200,2018-02-07 00:00:00,2021-02-15 00:00:00,,Peru,7.14,5,,,,,,,600,590,576.25,100.26,100.62,Occurrence
11,,,Golden State Re II,38123FAA6,,GOLDST,,250,2014-09-11 00:00:00,2019-01-08 00:00:00,,CA,0.49,0.25,,,,BB+,,,220,199.82865517458885,142.82865517458885,100.15,100.59,Occurrence
12,,,Kilimanjaro Re 2014-2 C,494074AE7,,KILIREL,,500,2014-11-18 00:00:00,2019-11-25 00:00:00,,"US, Canada",2.26,1.46,,,,BB-,,,375,331.1542165218472,304.1542165218472,100.7,101.13,Occurrence
13,,,Merna Re 2015-1,59012UAA3,,MERNA,,300,2015-03-31 00:00:00,2018-04-09 00:00:00,,New Madrid,0.56,0.41,,,,,,,200,340.8312499997989,68.16624999995979,99.98,100.02,Occurrence
14,,,Merna Re 2016-1,59012UAB1,,MERNA,,300,2016-03-31 00:00:00,2019-04-08 00:00:00,,New Madrid,0.56,0.41,,,,,,,225,213.31680991735047,169.81680991735047,100.12,100.55,Occurrence
15,,,Merna Re 2017-1,59012UAC9,,MERNA,,300,2017-03-31 00:00:00,2020-04-08 00:00:00,,New Madrid,0.59,0.43,,,,,,,200,205,182.50000000000003,99.9,100.34,Occurrence
16,,,Merna Re 2018-1,59012UAD7,,MERNA,,300,2018-03-29 00:00:00,2021-04-08 00:00:00,,New Madrid,0.74,0.52,,,,,,,200,200,185,100,100.43,Occurrence
17,,,Torrey Pines 2017-1 A,89141WAA0,,TORPNE,,45,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.14,0.89,,,,,,,300,294.67610722346114,277.1761072234611,100.11,100.48,Occurrence
18,,,Torrey Pines 2017-1 B,89141WAB8,,TORPNE,,66,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.94,1.49,,,,,,,375,359.9839585727277,344.5839585727277,100.31,100.64,Occurrence
19,,,Ursa Re 2015-1 B,90323WAC4,,URSARE,,250,2015-09-15 00:00:00,2018-09-21 00:00:00,,CA,2.8,2.55,,,,,,,500,533,458.59999999999997,99.84,100.19,Aggregate
20,,,Ursa Re 2016-1 A,90323WAD2,,URSARE,,500,2016-11-30 00:00:00,2019-12-10 00:00:00,,CA,2.36,2.18,,,,,,,400,410.8734742168312,388.3734742168312,99.82,100.18,Aggregate
21,,,Ursa Re 2017-1 B,90323WAE0,,URSARE,,425,2017-05-16 00:00:00,2020-05-27 00:00:00,,CA,1.19,1.11,,,,,,,350,344.9747186886338,323.9747186886338,100.11,100.54,Aggregate
22,,,Ursa Re 2017-1 E,90323WAF7,,URSARE,,500,2017-05-16 00:00:00,2020-05-27 00:00:00,,CA,3.72,3.33,,,,,,,600,569.649362716802,554.249362716802,100.6,100.91,Aggregate
23,,,Ursa Re 2017-2 C,90323WAG5,,URSARE,,200,2017-11-30 00:00:00,2020-12-10 00:00:00,,CA,1.39,1.32,,,,,,,400,386.6845272834142,374.58452728341416,100.32,100.63,Aggregate
24,,,Ursa Re 2017-2 D,90323WAH3,,URSARE,,200,2017-11-30 00:00:00,2020-12-10 00:00:00,,CA,3.05,2.79,,,,,,,525,498.3300964515542,486.2300964515542,100.64,100.94,Aggregate
25,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,
27,US Wind,,Alamo Re 2015-1 A,011395AB6,,ALALTD,,300,2015-05-13 00:00:00,2018-06-07 00:00:00,,TX,1.4,1.37,1.55,1.52,,,,B+,481,250.4881155340934,64.48811553409341,100.41,100.74,Aggregate
28,,,Alamo Re 2015-1 B,011395AC4,,ALALTD,,400,2015-05-13 00:00:00,2019-06-07 00:00:00,,TX,1.3,1.22,1.44,1.36,,,,BB-,440,253.92302808307207,223.9230280830721,102.15,102.51,Aggregate
29,,,Alamo Re 2017-1 A,011395AD2,,ALALTD,,400,2017-05-30 00:00:00,2020-06-08 00:00:00,,TX,2.28,1.71,2.5,1.88,,,,,375,262.82196218155264,246.02196218155265,102.36,102.72,Aggregate
30,,,CAR 114 Class B,XS1654183364,,IBRD,,100,2017-08-04 00:00:00,2019-12-20 00:00:00,,"Mex, TX",7.97,5.56,8.29,5.77,,,,,930,1046.5861642744787,1024.0861642744787,98.18,98.53,Occurrence
31,,,CAR 115 Class C,XS1654184099,,IBRD,,110,2017-08-04 00:00:00,2019-12-20 00:00:00,,Mex,5.8,3.96,,,,,,,590,664.1024730235364,641.6024730235363,98.8,99.17,Occurrence
32,,,Casablanca Re 2017-1 A,XS1611031524,,CASARE,,66.95,2017-06-01 00:00:00,2020-06-04 00:00:00,,FL,1.13,0.8,1.34,0.96,,,,,375,383.3198512640236,365.81985126402355,99.83,100.19,Occurrence
33,,,Casablanca Re 2017-1 B,XS1611032761,,CASARE,,26.3,2017-06-01 00:00:00,2020-06-04 00:00:00,,FL,4.13,1.77,4.66,2.08,,,,,525,495.5893132781078,478.0893132781078,100.6,100.96,Occurrence
34,,,Casablanca Re 2017-1 C,XS1611032928,,CASARE,,6.75,2017-06-01 00:00:00,2020-06-04 00:00:00,,FL,17.26,9.93,18.89,10.99,,,,,1600,3848.1407867574467,3426.341726459773,67.5,72.5,Occurrence
35,,,Citrus Re 2015-1 A,177510AC8,,CITREL,,150,2015-04-08 00:00:00,2018-04-09 00:00:00,,US,1.52,1.4,1.73,1.6,,,,,516,516,100,100,100.06,Occurrence
36,,,Citrus Re 2015-1 B,177510AD6,,CITREL,,97.5,2015-04-08 00:00:00,2018-04-09 00:00:00,,US,4.6,2.89,5.16,3.3,,,,,690,690.0000000000001,100,100,100.08,Occurrence
37,,,Citrus Re 2015-1 C,177510AE4,,CITREL,,30,2015-04-08 00:00:00,2018-04-09 00:00:00,,US,7.34,5.72,8.21,6.42,,,,,1014,,,2.5,10,Occurrence
38,,,Citrus Re 2016-1 D,177510AF1,,CITREL,,150,2016-02-24 00:00:00,2019-02-25 00:00:00,,US,4.36,3.17,4.94,3.63,,,,,774,725.6404471386206,659.6404471386206,100.41,100.99,Occurrence
39,,,Citrus Re 2016-1 E,177510AG9,,CITREL,,100,2016-02-24 00:00:00,2019-02-25 00:00:00,,US,8.73,6.1,9.67,6.79,,,,,1103,,,25,37.5,Occurrence
40,,,Citrus Re 2017-1 A,177510AH7,,CITREL,,125,2017-03-13 00:00:00,2020-03-18 00:00:00,,US,5.42,3.21,6.06,3.65,,,,,600,1182.3361541820107,824.0968490720863,90,96,Occurrence
41,,,Citrus Re 2017-2 B,177510AJ3,,CITREL,,35,2017-05-11 00:00:00,2020-03-18 00:00:00,,US,7.34,6.6,8.15,7.34,,,,,1075,,,0,7.5,Occurrence
42,,,Cranberry Re,224287AA0,,CBRYRE,,300,2015-04-30 00:00:00,2018-07-06 00:00:00,,MA,3.198,1.429,3.22,1.435,,,,B,390,201.5478504044579,80.5478504044579,100.48,100.8,Aggregate
43,,,Cranberry Re 2017-1 A,224287AB8,,CBRYRE,,350,2017-06-12 00:00:00,2020-07-13 00:00:00,,MA,0.532,0.464,0.534,0.466,,,,,200,152.6105137395461,136.3605137395461,101.05,101.42,Aggregate
44,,,Everglades Re II 2017,30014LAB0,,EVERGL,,300,2017-05-09 00:00:00,2020-05-08 00:00:00,,FL,2.49,1.95,2.9,2.28,,,,,500,493.2120142555307,475.7120142555307,100.13,100.47,Aggregate
45,,,Integrity Re 2017-1 A,45833UAA9,,INTEGR,,72,2017-05-02 00:00:00,2020-06-10 00:00:00,,FL (2nd Event),2.64,0.73,3.21,0.89,,,,,325,362.55491908751833,345.7549190875183,99.22,99.57,Occurrence
46,,,Integrity Re 2017-1 B,45833UAB7,,INTEGR,,3,2017-05-02 00:00:00,2020-06-10 00:00:00,,FL (2nd Event),10.41,9.84,11.92,11.3,,,,,1450,1803.57621414609,1649.57621414609,93.69,96.38,Occurrence
47,,,Integrity Re 2017-1 C,45833UAC5,,INTEGR,,100,2017-05-02 00:00:00,2020-06-10 00:00:00,,FL,1.64,1.39,1.87,1.58,,,,,400,451.62919427201354,430.62919427201354,98.93,99.37,Occurrence
48,,,Integrity Re 2017-1 D,45833UAD3,,INTEGR,,35,2017-05-02 00:00:00,2020-06-10 00:00:00,,FL,1.74,1.67,1.98,1.89,,,,,425,479.8007053262469,458.8007053262469,98.87,99.3,Occurrence
49,,,Kilimanjaro Re 2014-1 A,494074AA5,,KILIREL,,250,2014-04-24 00:00:00,2018-04-30 00:00:00,,Southeast,2.24,1.6,2.55,1.83,,BB-,,,475,226.17308400640417,45.234616801280836,100.18,100.31,Occurrence
50,,,Manatee Re 2016-1 A,XS1368738065,,MANARE,,75,2016-03-10 00:00:00,2019-03-13 00:00:00,,FL & LA,2.3,1.23,2.67,1.44,,,,,575,602.8008655694698,564.0508655694698,99.74,100.1,Occurrence
51,,,Manatee Re 2016-1 C,XS1368738222,,MANARE,,20,2016-03-10 00:00:00,2019-03-13 00:00:00,,FL & LA,14.93,11.24,16.4,12.41,,,,,50,,,0,0,Occurrence
52,,,Pelican Re 2015,705870AA1,,PELICR,,100,2015-04-14 00:00:00,2018-04-16 00:00:00,,LA,1.05,0.89,1.16,0.99,,,,,354,354,70.8,100,100.09,Occurrence
53,,,Pelican Re 2017,705809AA9,,PELICR,,100,2017-04-19 00:00:00,2020-05-05 00:00:00,,LA,1,0.86,1.12,0.96,,,,,225,209.9431757155262,187.44317571552622,100.3,100.76,Occurrence
