,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,Risk Linked Securities: Indicative Pricing,,,,,,,,,,,,,,,,,,,,,,2017-09-29 00:00:00,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,Security,,Bloomberg,,Size ,Issuance,Scheduled,,,Long-Term,,Near-Term,,,Ratings,,,,Spread,,Price,,Aggregate/
3,,,Issue,ID#,,Ticker,,($MM),Date,Maturity,,Regions/Perils,AP,EL,AP,EL,,S&P,M,F,Coupon,Bid,Offer,Bid,Offer,Occurrence
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Earthquake,,Acorn Re,00485YAA7,,ACORNR,,300,2015-07-10 00:00:00,2018-07-17 00:00:00,,"US, Can, Mex",0.96,0.74,,,,,,BB,340,242.60351136619659,195.10351136619659,100.76,101.13,Occurrence
6,,,CAR 113 Class A ,XS1654184842,,IBRD,,150,2017-08-04 00:00:00,2020-08-11 00:00:00,,"CA/AZ/TX/NV, MX/BZ/GT/HN/SV",5.73,3.43,,,,,,,450,,,0,0,Occurrence
7,,,Golden State Re II,38123FAA6,,GOLDST,,250,2014-09-11 00:00:00,2019-01-08 00:00:00,,CA,0.49,0.25,,,,BB+,,,220,250,214.00000000000003,99.63,100.07,Occurrence
8,,,Kilimanjaro Re 2014-2 C,494074AE7,,KILIREL,,500,2014-11-18 00:00:00,2019-11-25 00:00:00,,"US, Canada",2.26,1.46,,,,BB-,,,375,300.5,279.5,101.54,101.97,Occurrence
9,,,Merna Re 2015-1,59012UAA3,,MERNA,,300,2015-03-31 00:00:00,2018-04-09 00:00:00,,New Madrid,0.56,0.41,,,,,,,200,250,187.3,99.74,100.07,Occurrence
10,,,Merna Re 2016-1,59012UAB1,,MERNA,,300,2016-03-31 00:00:00,2019-04-08 00:00:00,,New Madrid,0.56,0.41,,,,,,,225,213.31680991735047,183.31680991735047,100.17,100.62,Occurrence
11,,,Merna Re 2017-1,59012UAC9,,MERNA,,300,2017-03-31 00:00:00,2020-04-08 00:00:00,,New Madrid,0.56,0.41,,,,,,,200,202.87593082400812,184.87593082400812,99.93,100.37,Occurrence
12,,,Torrey Pines 2017-1 A,89141WAA0,,TORPNE,,45,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.14,0.89,,,,,,,300,280,263.5,100.51,100.94,Occurrence
