,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,Risk Linked Securities: Indicative Pricing,,,,,,,,,,,,,,,,,,,,,,2019-09-30 00:00:00,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,Security,,Bloomberg,,Size ,Issuance,Scheduled,,,Long-Term,,Near-Term,,,Ratings,,,,Spread,,Price,,Aggregate/
3,,,Issue,ID#,,Ticker,,($MM),Date,Maturity,,Regions/Perils,AP,EL,AP,EL,,S&P,M,F,Coupon,Bid,Offer,Bid,Offer,Occurrence
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Americas Earthquake,,Acorn Re 2018-1,00485YAB5,,ACORNR,,400,2018-07-10 00:00:00,2021-11-10 00:00:00,,"US, Can, Mex",1.05,0.8,,,,,,,275,309.58019139223586,291.4646241541405,99.3,99.67,Occurrence
6,,,Cal Phoenix 2018-1,12482PAA4,,CALPHO,,200,2018-08-02 00:00:00,2021-08-13 00:00:00,,CA,1.35,1.01,,,,,,,750,37816.19900682176,13627.347418071657,2,12,Aggregate
7,,,CAR 116,XS1761694949,,IBRD,,500,2018-02-07 00:00:00,2021-02-15 00:00:00,,Chile,1.35,0.86,,,,,,,250,285.816135978875,247.35203017801118,99.52,100.04,Occurrence
8,,,CAR 117,XS1761702718,,IBRD,,400,2018-02-07 00:00:00,2021-02-15 00:00:00,,Colombia,2.78,1.56,,,,,,,300,337.6789851307017,304.4892704640356,99.5,99.94,Occurrence
9,,,CAR 118 Class A,XS1761706388,,IBRD,,160,2018-02-07 00:00:00,2020-02-14 00:00:00,,Mexico,1.09,0.79,,,,,,,250,308.08690245116213,213.63090245116774,99.79,100.13,Occurrence
10,,,CAR 119 Class B,XS1761706891,,IBRD,,100,2018-02-07 00:00:00,2020-02-14 00:00:00,,Mexico,8.25,6.54,,,,,,,825,902.5091343241047,794.3367914669547,99.72,100.11,Occurrence
11,,,CAR 120,XS1761714721,,IBRD,,140,2018-02-07 00:00:00,2021-02-15 00:00:00,,Peru,7.14,5,,,,,,,600,640.8383607101325,610.3640326953245,99.46,99.86,Occurrence
12,,,Golden State Re II 2018-1,38123FAB4,,GOLDST,,210,2018-12-03 00:00:00,2023-01-08 00:00:00,,CA,0.49,0.14,,,,,,,220,219.98670679462896,208.06888709231177,100,100.37,Occurrence
13,,,Kilimanjaro Re 2014-2 C,494074AE7,,KILIREL,,500,2014-11-18 00:00:00,2019-11-25 00:00:00,,"US, Canada",2.26,1.46,,,,BB-,,,375,582.1169480232435,378.7694921062712,99.7,99.99,Occurrence
14,,,Merna Re 2017-1,59012UAC9,,MERNA,,300,2017-03-31 00:00:00,2020-04-08 00:00:00,,New Madrid,0.59,0.43,,,,,,,200,250,184.45759513599756,99.74,100.08,Occurrence
15,,,Merna Re 2018-1,59012UAD7,,MERNA,,300,2018-03-29 00:00:00,2021-04-08 00:00:00,,New Madrid,0.74,0.52,,,,,,,200,229.9572192513366,197.58139067673244,99.56,100.04,Occurrence
16,,,Merna Re II 2019-1 ,59013MAA0,,MERNA R,2000-10-26,300,2019-03-29 00:00:00,2022-04-07 00:00:00,,New Madrid,0.75,0.54,,,,,,,200,212.07513812154662,193.69185057869063,99.71,100.15,Occurrence
17,,,SD Re Ltd. 2018-1,78414BAA9,,SDRELT,,125,2018-10-12 00:00:00,2021-10-19 00:00:00,,CA,0.21,0.21,,,,,,,400,694.8510588309395,593.5368818700651,94.43,96.31,Aggregate
18,,,Torrey Pines 2017-1 A,89141WAA0,,TORPNE,,45,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,1.17,1.1,,,,,,,303,470,421.74699310042223,98.87,99.19,Occurrence
19,,,Torrey Pines 2017-1 B,89141WAB8,,TORPNE,,66,2017-05-08 00:00:00,2020-06-09 00:00:00,,US EQ,2.31,1.82,,,,,,,380,509.99999999999994,457.57470254545404,99.12,99.47,Occurrence
