Date;Time;Settlement;Status;Quantity;Price;Yield;Remuneration;ATS; Modifier;2nd Modifier;Special;As-Of;Side;Reporting Party Type;Contra Party Type;Finra Ticker
3/19/2020;16:55:07;3/23/2020;Trade;389000;97.000;;M;;_;_;-;-;S;D;C;12765MAD3
3/19/2020;16:54:27;3/23/2020;Trade;389000;96.900;;M;;_;_;-;-;B;D;C;12765MAD3
